step,phase,tensor,row_start,rows,cols,dense_bytes,positive_zero_cells,cells,special_cells,dictionary_lower_bytes,rejected
10,microbatch_1,value_embeds.5.weight,13568,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,13696,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,13824,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,13952,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.5.weight,14080,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.5.weight,14208,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,14336,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,14464,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,14592,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.5.weight,14720,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,14848,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.5.weight,14976,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,15104,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.5.weight,15232,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,15360,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.5.weight,15488,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,15616,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,15744,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.5.weight,15872,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,16000,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,16128,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,16256,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.5.weight,16384,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,16512,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,16640,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,16768,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,16896,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,17024,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.5.weight,17152,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,17280,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,17408,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,17536,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,17664,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,17792,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,17920,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,18048,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,18176,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,18304,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,18432,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,18560,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,18688,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,18816,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,18944,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,19072,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,19200,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.5.weight,19328,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,19456,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,19584,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,19712,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,19840,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,19968,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,20096,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,20224,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,20352,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.5.weight,20480,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,20608,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,20736,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,20864,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.5.weight,20992,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,21120,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,21248,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,21376,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,21504,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,21632,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,21760,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,21888,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,22016,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,22144,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,22272,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.5.weight,22400,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,22528,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,22656,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.5.weight,22784,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,22912,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,23040,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,23168,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,23296,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,23424,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,23552,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,23680,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,23808,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,23936,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,24064,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,24192,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,24320,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,24448,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,24576,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.5.weight,24704,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,24832,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,24960,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,25088,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,25216,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,25344,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,25472,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,25600,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,25728,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,25856,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,25984,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,26112,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,26240,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,26368,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,26496,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,26624,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,26752,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,26880,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,27008,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,27136,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,27264,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,27392,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,27520,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,27648,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,27776,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,27904,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,28032,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,28160,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,28288,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,28416,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,28544,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,28672,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,28800,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,28928,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,29056,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,29184,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,29312,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,29440,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,29568,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,29696,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,29824,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,29952,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,30080,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,30208,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,30336,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,30464,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,30592,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,30720,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,30848,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,30976,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.5.weight,31104,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,31232,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,31360,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,31488,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,31616,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,31744,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,31872,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,32000,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,32128,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.5.weight,32256,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,32384,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.5.weight,32512,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.5.weight,32640,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,0,128,512,262144,36352,65536,0,116792,False
10,microbatch_1,value_embeds.7.weight,128,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.7.weight,256,128,512,262144,29696,65536,0,143412,False
10,microbatch_1,value_embeds.7.weight,384,128,512,262144,40960,65536,0,98356,False
10,microbatch_1,value_embeds.7.weight,512,128,512,262144,43520,65536,0,88124,False
10,microbatch_1,value_embeds.7.weight,640,128,512,262144,44544,65536,0,84020,False
10,microbatch_1,value_embeds.7.weight,768,128,512,262144,46080,65536,0,77884,False
10,microbatch_1,value_embeds.7.weight,896,128,512,262144,46592,65536,0,75828,False
10,microbatch_1,value_embeds.7.weight,1024,128,512,262144,50688,65536,0,59456,False
10,microbatch_1,value_embeds.7.weight,1152,128,512,262144,50176,65536,0,61500,False
10,microbatch_1,value_embeds.7.weight,1280,128,512,262144,51200,65536,0,57400,False
10,microbatch_1,value_embeds.7.weight,1408,128,512,262144,50176,65536,0,61496,False
10,microbatch_1,value_embeds.7.weight,1536,128,512,262144,49152,65536,0,65600,False
10,microbatch_1,value_embeds.7.weight,1664,128,512,262144,54272,65536,0,45116,False
10,microbatch_1,value_embeds.7.weight,1792,128,512,262144,53760,65536,0,47164,False
10,microbatch_1,value_embeds.7.weight,1920,128,512,262144,51200,65536,0,57408,False
10,microbatch_1,value_embeds.7.weight,2048,128,512,262144,51712,65536,0,55360,False
10,microbatch_1,value_embeds.7.weight,2176,128,512,262144,55808,65536,0,38972,False
10,microbatch_1,value_embeds.7.weight,2304,128,512,262144,53760,65536,0,47164,False
10,microbatch_1,value_embeds.7.weight,2432,128,512,262144,54784,65536,0,43072,False
10,microbatch_1,value_embeds.7.weight,2560,128,512,262144,55296,65536,0,41024,False
10,microbatch_1,value_embeds.7.weight,2688,128,512,262144,56320,65536,0,36928,False
10,microbatch_1,value_embeds.7.weight,2816,128,512,262144,55296,65536,0,41024,False
10,microbatch_1,value_embeds.7.weight,2944,128,512,262144,57856,65536,0,30780,False
10,microbatch_1,value_embeds.7.weight,3072,128,512,262144,57344,65536,0,32832,False
10,microbatch_1,value_embeds.7.weight,3200,128,512,262144,56832,65536,0,34872,False
10,microbatch_1,value_embeds.7.weight,3328,128,512,262144,56832,65536,0,34876,False
10,microbatch_1,value_embeds.7.weight,3456,128,512,262144,57344,65536,0,32832,False
10,microbatch_1,value_embeds.7.weight,3584,128,512,262144,59392,65536,0,24640,False
10,microbatch_1,value_embeds.7.weight,3712,128,512,262144,59392,65536,0,24640,False
10,microbatch_1,value_embeds.7.weight,3840,128,512,262144,56832,65536,0,34880,False
10,microbatch_1,value_embeds.7.weight,3968,128,512,262144,61952,65536,0,14400,False
10,microbatch_1,value_embeds.7.weight,4096,128,512,262144,58368,65536,0,28736,False
10,microbatch_1,value_embeds.7.weight,4224,128,512,262144,59904,65536,0,22592,False
10,microbatch_1,value_embeds.7.weight,4352,128,512,262144,58368,65536,0,28736,False
10,microbatch_1,value_embeds.7.weight,4480,128,512,262144,60416,65536,0,20544,False
10,microbatch_1,value_embeds.7.weight,4608,128,512,262144,58368,65536,0,28736,False
10,microbatch_1,value_embeds.7.weight,4736,128,512,262144,61952,65536,0,14400,False
10,microbatch_1,value_embeds.7.weight,4864,128,512,262144,59904,65536,0,22592,False
10,microbatch_1,value_embeds.7.weight,4992,128,512,262144,56320,65536,0,36924,False
10,microbatch_1,value_embeds.7.weight,5120,128,512,262144,60928,65536,0,18496,False
10,microbatch_1,value_embeds.7.weight,5248,128,512,262144,60928,65536,0,18492,False
10,microbatch_1,value_embeds.7.weight,5376,128,512,262144,59904,65536,0,22592,False
10,microbatch_1,value_embeds.7.weight,5504,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.7.weight,5632,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.7.weight,5760,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,5888,128,512,262144,60928,65536,0,18496,False
10,microbatch_1,value_embeds.7.weight,6016,128,512,262144,61952,65536,0,14396,False
10,microbatch_1,value_embeds.7.weight,6144,128,512,262144,59392,65536,0,24640,False
10,microbatch_1,value_embeds.7.weight,6272,128,512,262144,59904,65536,0,22592,False
10,microbatch_1,value_embeds.7.weight,6400,128,512,262144,61952,65536,0,14400,False
10,microbatch_1,value_embeds.7.weight,6528,128,512,262144,61440,65536,0,16448,False
10,microbatch_1,value_embeds.7.weight,6656,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,6784,128,512,262144,60928,65536,0,18496,False
10,microbatch_1,value_embeds.7.weight,6912,128,512,262144,60416,65536,0,20544,False
10,microbatch_1,value_embeds.7.weight,7040,128,512,262144,61952,65536,0,14400,False
10,microbatch_1,value_embeds.7.weight,7168,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,7296,128,512,262144,61440,65536,0,16448,False
10,microbatch_1,value_embeds.7.weight,7424,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.7.weight,7552,128,512,262144,60416,65536,0,20544,False
10,microbatch_1,value_embeds.7.weight,7680,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,7808,128,512,262144,59904,65536,0,22592,False
10,microbatch_1,value_embeds.7.weight,7936,128,512,262144,61952,65536,0,14400,False
10,microbatch_1,value_embeds.7.weight,8064,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,8192,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,8320,128,512,262144,61440,65536,0,16448,False
10,microbatch_1,value_embeds.7.weight,8448,128,512,262144,59392,65536,0,24640,False
10,microbatch_1,value_embeds.7.weight,8576,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,8704,128,512,262144,59904,65536,0,22592,False
10,microbatch_1,value_embeds.7.weight,8832,128,512,262144,61952,65536,0,14396,False
10,microbatch_1,value_embeds.7.weight,8960,128,512,262144,60416,65536,0,20544,False
10,microbatch_1,value_embeds.7.weight,9088,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,9216,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.7.weight,9344,128,512,262144,60928,65536,0,18496,False
10,microbatch_1,value_embeds.7.weight,9472,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,9600,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,9728,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,9856,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,9984,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.7.weight,10112,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,10240,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.7.weight,10368,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,10496,128,512,262144,60416,65536,0,20544,False
10,microbatch_1,value_embeds.7.weight,10624,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,10752,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,10880,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,11008,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,11136,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,11264,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,11392,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,11520,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,11648,128,512,262144,60928,65536,0,18496,False
10,microbatch_1,value_embeds.7.weight,11776,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,11904,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,12032,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,12160,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,12288,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,12416,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,12544,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,12672,128,512,262144,61952,65536,0,14400,False
10,microbatch_1,value_embeds.7.weight,12800,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,12928,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,13056,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,13184,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,13312,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,13440,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,13568,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,13696,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,13824,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,13952,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,14080,128,512,262144,62464,65536,0,12352,False
10,microbatch_1,value_embeds.7.weight,14208,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,14336,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,14464,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,14592,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,14720,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,14848,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,14976,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,15104,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,15232,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,15360,128,512,262144,62464,65536,0,12348,False
10,microbatch_1,value_embeds.7.weight,15488,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,15616,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,15744,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,15872,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,16000,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.7.weight,16128,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,16256,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,16384,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,16512,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,16640,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,16768,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,16896,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,17024,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,17152,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,17280,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,17408,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,17536,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,17664,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,17792,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,17920,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,18048,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,18176,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,18304,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.7.weight,18432,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,18560,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,18688,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,18816,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,18944,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.7.weight,19072,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,19200,128,512,262144,62976,65536,0,10304,False
10,microbatch_1,value_embeds.7.weight,19328,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,19456,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.7.weight,19584,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,19712,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,19840,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,19968,128,512,262144,65536,65536,0,64,False
10,microbatch_1,value_embeds.7.weight,20096,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,20224,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,20352,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,20480,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,20608,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,20736,128,512,262144,65024,65536,0,2112,False
10,microbatch_1,value_embeds.7.weight,20864,128,512,262144,63488,65536,0,8256,False
10,microbatch_1,value_embeds.7.weight,20992,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,21120,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,21248,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,21376,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,21504,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,21632,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,21760,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,21888,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,22016,128,512,262144,64000,65536,0,6208,False
10,microbatch_1,value_embeds.7.weight,22144,128,512,262144,64512,65536,0,4160,False
10,microbatch_1,value_embeds.7.weight,22272,128,512,262144,63488,65536,0,8256,False
